Offset,Hash,Original,Translation
489764,3093866344,ティガレックス１頭の狩猟,티가렉스 １마리 사냥
489768,1259789214,なし,없음
489772,1259789214,なし,없음
489776,4061774871,メインターゲットの達成,메인 타겟 달성
489780,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
489784,356054366,武具工房の親方,장비공방의 대장장이
489788,564238024,"なに、とにかく硬いヘビィ
ボウガンが欲しいって？
それなら、アルゲン鋼を精製
してやろう！
だが、あれを造るのに必要な
鉱石は、なかなか見つからな
い上に、付近には厄介なモン
スターまでうろついてやがる。
気合を入れて探してきてくれ！","뭐, 아무튼 단단한 헤비
보우건이 갖고 싶다고?
그렇다면, 알겐강을 정제
해주지! 하지만, 그걸 만드는
데 필요한 광석은, 좀처럼
찾기 힘든 데다, 근처에는
성가신 몬 스터까지
어슬렁대고 있다고. 각오하고
찾아와줘!"
490112,393844071,"≪古塔探索≫
超鋼武器アルゲン【軽弩】","≪고탑 탐색≫
초강무기 알겐[경노]"
490116,2879741352,エスピナス１頭の狩猟,에스피나스 １두 사냥
490120,1259789214,なし,없음
490124,1259789214,なし,없음
490128,4061774871,メインターゲットの達成,메인 타겟 달성
490132,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
490136,356054366,武具工房の親方,장비공방의 대장장이
490140,2906783730,"なに、とにかく硬いライト
ボウガンが欲しいって？
それなら、アルゲン鋼を精製
してやろう！
だが、あれを造るのに必要な
鉱石は、なかなか見つからな
い上に、付近には厄介なモン
スターまでうろついてやがる。
気合を入れて探してきてくれ！","뭐, 아무튼 단단한 라이트
보우건이 갖고 싶다고?
그렇다면, 알겐강을 정제
해주지! 하지만, 그걸 만드는
데 필요한 광석은, 좀처럼
찾기 힘든 데다, 근처에는
성가신 몬 스터까지
어슬렁대고 있다고. 각오하고
찾아와줘!"
490464,1821369968,"≪火山探索≫
超鋼武器アルゲン【銃槍】","≪화산 탐색≫
초강무기 알겐[총창]"
490468,845933909,ヴォルガノス１頭の狩猟,볼가노스 １두 사냥
490472,1259789214,なし,없음
490476,1259789214,なし,없음
490480,4061774871,メインターゲットの達成,메인 타겟 달성
490484,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
490488,356054366,武具工房の親方,장비공방의 대장장이
490492,2827773157,"なに、とにかく硬いガン
ランスが欲しいって？
それなら、アルゲン鋼を精製
してやろう！
だが、あれを造るのに必要な
鉱石は、なかなか見つからな
い上に、付近には厄介なモン
スターまでうろついてやがる。
気合を入れて探してきてくれ！","뭐, 아무튼 단단한 건 랜스가
갖고 싶다고? 그렇다면,
알겐강을 정제 해주지!
하지만, 그걸 만드는 데
필요한 광석은, 좀처럼 찾기
힘든 데다, 근처에는 성가신
몬 스터까지 어슬렁대고
있다고. 각오하고 찾아와줘!"
490816,3446995718,"≪火山探索≫
超鋼武器アルゲン【槍】","≪화산 탐색≫
초강무기 알겐[창]"
490820,2432982179,ヴォルガノス亜種１頭の狩猟,볼가노스 아종 １마리 사냥
490824,1259789214,なし,없음
490828,1259789214,なし,없음
490832,4061774871,メインターゲットの達成,메인 타겟 달성
490836,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
490840,356054366,武具工房の親方,장비공방의 대장장이
490844,4175594492,"なに、とにかく硬いランスが
欲しいって？
それなら、アルゲン鋼を精製
してやろう！
だが、あれを造るのに必要な
鉱石は、なかなか見つからな
い上に、付近には厄介なモン
スターまでうろついてやがる。
気合を入れて探してきてくれ！","뭐, 아무튼 단단한 랜스가
갖고 싶다고? 그렇다면,
알겐강을 정제 해주지!
하지만, 그걸 만드는 데
필요한 광석은, 좀처럼 찾기
힘든 데다, 근처에는 성가신
몬 스터까지 어슬렁대고
있다고. 각오하고 찾아와줘!"
491168,3940525195,"≪密林探索≫
超鋼武器アルゲン【狩猟笛】","≪밀림 탐색≫
초강무기 알겐[수렵피리]"
491172,2611582406,リオレイア１頭の狩猟,리오레이아 １마리 사냥
491176,1259789214,なし,없음
491180,1259789214,なし,없음
491184,4061774871,メインターゲットの達成,메인 타겟 달성
491188,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
491192,356054366,武具工房の親方,장비공방의 대장장이
491196,3945931648,"なに、とにかく硬い狩猟笛が
欲しいって？
それなら、アルゲン鋼を精製
してやろう！
だが、あれを造るのに必要な
鉱石は、なかなか見つからな
い上に、付近には厄介なモン
スターまでうろついてやがる。
気合を入れて探してきてくれ！","뭐, 아무튼 단단한 수렵피리가
갖고 싶다고? 그렇다면,
알겐강을 정제 해주지!
하지만, 그걸 만드는 데
필요한 광석은, 좀처럼 찾기
힘든 데다, 근처에는 성가신
몬 스터까지 어슬렁대고
있다고. 각오하고 찾아와줘!"
491520,741338549,"≪密林探索≫
超鋼武器アルゲン【鎚】","≪밀림 탐색≫
초강무기 알겐[쇠망치]"
491524,2583984045,ダイミョウザザミ１匹の狩猟,다이묘자자미 １마리 사냥
491528,1259789214,なし,없음
491532,1259789214,なし,없음
491536,4061774871,メインターゲットの達成,메인 타겟 달성
491540,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
491544,356054366,武具工房の親方,장비공방의 대장장이
491548,1188706990,"なに、とにかく硬いハンマー
が欲しいって？
それなら、アルゲン鋼を精製
してやろう！
だが、あれを造るのに必要な
鉱石は、なかなか見つからな
い上に、付近には厄介なモン
スターまでうろついてやがる。
気合を入れて探してきてくれ！","뭐, 아무튼 단단한 해머 가
갖고 싶다고? 그렇다면,
알겐강을 정제 해주지!
하지만, 그걸 만드는 데
필요한 광석은, 좀처럼 찾기
힘든 데다, 근처에는 성가신
몬 스터까지 어슬렁대고
있다고. 각오하고 찾아와줘!"
491872,2898892828,"≪砂漠探索≫
超鋼武器アルゲン【太刀】","≪사막 탐색≫
초강무기 알겐[태도]"
491876,706086164,アクラ・ヴァシム１匹の討伐,아크라·바심 １마리 토벌
491880,1259789214,なし,없음
491884,1259789214,なし,없음
491888,4061774871,メインターゲットの達成,메인 타겟 달성
491892,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
491896,356054366,武具工房の親方,장비공방의 대장장이
491900,1390359484,"なに、とにかく硬い太刀が
欲しいって？
それなら、アルゲン鋼を精製
してやろう！
だが、あれを造るのに必要な
鉱石は、なかなか見つからな
い上に、付近には厄介なモン
スターまでうろついてやがる。
気合を入れて探してきてくれ！","뭐, 아무튼 단단한 태도가
갖고 싶다고? 그렇다면,
알겐강을 정제 해주지!
하지만, 그걸 만드는 데
필요한 광석은, 좀처럼 찾기
힘든 데다, 근처에는 성가신
몬 스터까지 어슬렁대고
있다고. 각오하고 찾아와줘!"
492224,1518570175,"≪雪山探索≫
超鋼武器アルゲン【大剣】","≪설산 탐색≫
초강무기 알겐[대검]"
492228,1227187415,ドドブランゴ１頭の狩猟,도도브랑고 １마리 사냥
492232,1259789214,なし,없음
492236,1259789214,なし,없음
492240,4061774871,メインターゲットの達成,메인 타겟 달성
492244,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
492248,356054366,武具工房の親方,장비공방의 대장장이
492252,4066145628,"なに、とにかく硬い大剣が
欲しいって？
それなら、アルゲン鋼を精製
してやろう！
だが、あれを造るのに必要な
鉱石は、なかなか見つからな
い上に、付近には厄介なモン
スターまでうろついてやがる。
気合を入れて探してきてくれ！","뭐, 아무튼 단단한 대검이
갖고 싶다고? 그렇다면,
알겐강을 정제 해주지!
하지만, 그걸 만드는 데
필요한 광석은, 좀처럼 찾기
힘든 데다, 근처에는 성가신
몬 스터까지 어슬렁대고
있다고. 각오하고 찾아와줘!"
492576,2242114481,"≪古塔探索≫
超鋼武器アルゲン【双剣】","≪고탑 탐색≫
초강무기 알겐[쌍검]"
492580,4244422121,エスピナス亜種１頭の狩猟,에스피나스 아종 １두 사냥
492584,1259789214,なし,없음
492588,1259789214,なし,없음
492592,4061774871,メインターゲットの達成,메인 타겟 달성
492596,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
492600,356054366,武具工房の親方,장비공방의 대장장이
492604,2693460275,"なに、とにかく硬い双剣が
欲しいって？
それなら、アルゲン鋼を精製
してやろう！
だが、あれを造るのに必要な
鉱石は、なかなか見つからな
い上に、付近には厄介なモン
スターまでうろついてやがる。
気合を入れて探してきてくれ！","뭐, 아무튼 단단한 쌍검이
갖고 싶다고? 그렇다면,
알겐강을 정제 해주지!
하지만, 그걸 만드는 데
필요한 광석은, 좀처럼 찾기
힘든 데다, 근처에는 성가신
몬 스터까지 어슬렁대고
있다고. 각오하고 찾아와줘!"
492928,3756977959,"≪雪山探索≫
超鋼武器アルゲン【片手剣】","≪설산 탐색≫
초강무기 알겐[편수검]"
492932,2860000999,ラージャン１頭の狩猟,라잔 １마리 사냥
492936,1259789214,なし,없음
492940,1259789214,なし,없음
492944,4061774871,メインターゲットの達成,메인 타겟 달성
492948,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
492952,356054366,武具工房の親方,장비공방의 대장장이
492956,506987499,"なに、とにかく硬い片手剣が
欲しいって？
それなら、アルゲン鋼を精製
してやろう！
だが、あれを造るのに必要な
鉱石は、なかなか見つからな
い上に、付近には厄介なモン
スターまでうろついてやがる。
気合を入れて探してきてくれ！","뭐, 아무튼 단단한 편수검이
갖고 싶다고? 그렇다면,
알겐강을 정제 해주지!
하지만, 그걸 만드는 데
필요한 광석은, 좀처럼 찾기
힘든 데다, 근처에는 성가신
몬 스터까지 어슬렁대고
있다고. 각오하고 찾아와줘!"
493280,217397043,"≪密林探索≫
海の幸福","≪밀림 탐색≫
바다의 행복"
493284,2583984045,ダイミョウザザミ１匹の狩猟,다이묘자자미 １마리 사냥
493288,301747316,ダイミョウザザミのヤド破壊,다이묘자자미의 등딱지 파괴
493292,12021063,ガノトトスの１本釣り,가노토토스 낚아 올리기
493296,1598707645,"メインターゲット、もしくは
サブターゲットＡかＢの達成","메인 타겟, 혹은
서브 타겟 A나 B의 달성"
493300,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
493304,3261384776,密林の漁師,밀림의 어부
493308,906936534,"密林で採取と漁をしてたんだ
が、急に盾蟹と水竜がやって
きて、全部台無しにしてくれ
やがった。残った魚や採取品
をやるんで、盾蟹の狩猟や
部位破壊、そして水竜の釣り
上げを頼むよ。水竜は俺の獲
物だ、狩猟しないでいいぞ。","밀림에서 채집이랑 낚시를
하고 있었는데, 갑자기
방패게랑 수룡이 나타나서,
전부 엉망 으로 만들어놨어.
남은 물고기 랑 채집품을 줄
테니, 방패게 사냥이랑 부위
파괴, 그리고 수룡을 낚아
올리는 걸 부탁 해. 수룡은 내
사냥감이니 사냥은 안 해도
돼."
493480,3285732484,チャチャブー１５匹の討伐,챠챠브 15마리 토벌
493632,2529286928,"≪雪山探索≫
白黒金","≪설산 탐색≫
백흑금"
493636,1227187415,ドドブランゴ１頭の狩猟,도도브랑고 １마리 사냥
493640,704158333,ドドブランゴの頭部破壊,도도브랑고 두부 파괴
493644,2860000999,ラージャン１頭の狩猟,라잔 １마리 사냥
493648,1598707645,"メインターゲット、もしくは
サブターゲットＡかＢの達成","메인 타겟, 혹은
서브 타겟 A나 B의 달성"
493652,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
493656,4165421296,モンスター研究員,몬스터 연구원
493660,761266593,"雪山で雪獅子と金獅子が
一緒に目撃されたらしい。
これは珍しいケースなので、
是非、雪獅子の狩猟と、でき
れば部位破壊をしてきてくれ。
報酬ははずませてもらうよ。
金獅子のほうは…、余裕が
あったらくらいでいいよ。","설산에서 눈사자와 금사자가
함께 목격되었다는군. 이건
드문 경우니까, 꼭 눈사자
사냥과, 가능하다면 부위
파괴도 해줘. 보수는 넉넉히
챙겨주지. 금사자 쪽은...,
여유가 있으면 하는 정도면
돼."
493984,1126843144,"≪砂漠探索≫
エッグドリーム・砂漠編","≪사막 탐색≫
에그드림·사막편"
493988,2174702040,草食竜の卵４個の納品,초식룡의 알 ４개 납품
493992,1259789214,なし,없음
493996,1259789214,なし,없음
494000,4061774871,メインターゲットの達成,메인 타겟 달성
494004,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
494008,2011020034,大衆酒場ギルド,대중 주점 길드
494012,261141295,"季節は繁殖期！舞台となるは
真昼の砂漠！
卵を採取して納品し、報酬で
金や銀のタマゴが入手できれ
ば高額で売却が可能！
一獲千金を狙うハンターたち
はもれなくご参加ください！","계절은 번식기! 무대가 되는
건 한낮의 사막! 알을 채집해
납품하고, 보수로 금이나 은
타마고를 입수하면 고액에
매각 가능! 일확천금을 노리는
헌터들은 빠짐없이
참가해주세요!"
494336,2805020499,"≪砂漠探索≫
リオレイア連続狩猟！","≪사막 탐색≫
리오레이아 연속 사냥!"
494340,3042950464,リオレイア３頭の狩猟,리오레이아 ３두 사냥
494344,2362605957,リオレイア２頭の狩猟,리오레이아 ２마리 사냥
494348,2611582406,リオレイア１頭の狩猟,리오레이아 １마리 사냥
494352,1598707645,"メインターゲット、もしくは
サブターゲットＡかＢの達成","메인 타겟, 혹은
서브 타겟 A나 B의 달성"
494356,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
494360,2790503961,大衆酒場,대중주점
494364,3735549321,"砂漠地帯にリオレイアが次々
と舞い降りていると、珍しい
報告が入りました！１頭でも
難敵となる女王を連続で狩猟
することは、かなりの困難と
なるでしょう！腕に自信のあ
る方や、雌火竜の素材が必要
な方もふるってご参加を！！","사막 지대에 리오레이아가
잇달아 내려앉고 있다는
특이한 보고가 들어왔습니다!
단 1마리라도 난적인 여왕을
연속으로 사냥하는 일은
상당히 어려운 일이 될
것입니다! 실력에 자신 있는
분이나 자화룡 소재가 필요한
분도 힘껏 참가해 주세요!!"
494688,2217598483,"≪闘技場戦≫
大！花火大会！","≪투기장전≫
대! 불꽃놀이 대회!"
494692,630335245,グラビモス１頭の狩猟,그라비모스 １마리 사냥
494696,155942435,ドスファンゴ１頭の狩猟,도스팡고 １마리 사냥
494700,1259789214,なし,없음
494704,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
494708,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
494712,2232602658,粋な職人,멋진 장인
494716,33210840,"オウ！今回は特別な
装備品、支給品を
用意させてもらった。
これで一発あいつらを
ドカンとやってきてくれ！
多少だが特殊な報酬も
用意したから、せいぜい
楽しんでくんな！","오우! 이번엔 특별한 장비품,
지급품을 준비해 봤다. 이걸로
한 방에 그놈들을 쾅! 하고
해치우고 와라! 좀 별거
아니지만 특별한 보수도
준비했으니, 실컷 즐겨
보라고!"
495040,1519860096,"≪闘技場戦≫
花火大会・改！","≪투기장전≫
불꽃놀이 대회·개!"
495044,136426802,イャンクック１頭の狩猟,얀쿡 １마리 사냥
495048,1501206472,フルフル１頭の狩猟,푸르푸르 1마리 사냥
495052,1259789214,なし,없음
495056,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
495060,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
495064,2232602658,粋な職人,멋진 장인
495068,33210840,"オウ！今回は特別な
装備品、支給品を
用意させてもらった。
これで一発あいつらを
ドカンとやってきてくれ！
多少だが特殊な報酬も
用意したから、せいぜい
楽しんでくんな！","오우! 이번엔 특별한 장비품,
지급품을 준비해 봤다. 이걸로
한 방에 그놈들을 쾅! 하고
해치우고 와라! 좀 별거
아니지만 특별한 보수도
준비했으니, 실컷 즐겨
보라고!"
495392,2904160055,"≪高地探索≫
瞬光！高地の晶竜","≪고지대 탐색≫
섬광! 고지대의 정룡"
495396,251652067,クアルセプス１頭の狩猟,쿠아르세프스 １마리 사냥
495400,1259789214,なし,없음
495404,1259789214,なし,없음
495408,4061774871,メインターゲットの達成,메인 타겟 달성
495412,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
495416,1435362778,メゼポルタ猟団組合,메제포르타 수렵단 조합
495420,4205884287,"調査員から緊急報告があった。
高地で誰も見たことのない、
モンスターを発見とのこと。
首と尻尾が長く、強靭な四肢
があり、翼はないそうだ。
背面は硬質化しており、水晶
が生えているように見える。
まだ、未解明な点も多いので、
注意して調査してくれ。","조사원으로부터 긴급 보고가
있었다. 고지대에서 아무도 본
적 없는 몬스터를 발견했다고
한다. 목과 꼬리가 길고,
강인한 사지가 있으며, 날개는
없다고 한다. 등 쪽은
경질화되어 있고, 수정이
자라난 것처럼 보인다. 아직
밝혀지지 않은 점도 많으니,
주의해서 조사해 다오."
495744,879553168,"≪特別イベントクエスト≫
年間特典クエスト５年目","≪특별 이벤트 퀘스트≫
연간특전 퀘스트 ５년째"
495748,3509522598,年間特典生産券１枚の納品,연간 특전 생산권 1장 납품
495752,1259789214,なし,없음
495756,1259789214,なし,없음
495760,4061774871,メインターゲットの達成,메인 타겟 달성
495764,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
495768,4288632787,エフィー,에피
495772,2864592336,"５年間ＭＨＦを遊んでくれて
ありがとうございます！
≪アクラフィーア≫を
装備し、≪年間特典生産券≫
１枚を納品すると
≪感謝の証Ⅴ≫を１１枚プレ
ゼントいたします。
≪感謝の証Ⅴ≫から
≪名刀・舞雷乃爪≫（太刀）
が生産可能です。","５년간 ＭＨＦ를 즐겨 주셔서
감사합니다! ≪아크라피어≫를
장비하고, ≪연간특전생산권≫
１장을 납품하면 ≪감사의
증표Ⅴ≫를 １１장 선물해
드립니다. ≪감사의
증표Ⅴ≫로
≪명도·무뢰조≫(태도)를
생산할 수 있습니다."
496096,3361727789,"≪沼地探索≫
尾晶蠍とフェルミメモ","≪늪지 탐색≫
미정갈과 페르미메모"
496100,729633862,アクラ・ヴァシム変種１匹,아크라·바심 변종 １마리
496104,1259789214,なし,없음
496108,1259789214,なし,없음
496112,2469063321,メインターゲットの討伐,메인 타겟 토벌
496116,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
496120,356054366,武具工房の親方,장비공방의 대장장이
496124,1697083898,"失われたとされていた、武具
の製造の秘伝を記したメモが
各地で討伐されたモンスター
から見つかってるらしいぜい！
≪フェルミメモ≫を手に入れ
たら、男一匹！この工房長の
ところに持ってきな！
イイ仕事をしてみせるぜい！","잃어버렸다고 알려졌던, 무구
제조의 비전을 적은 메모가
각지에서 토벌된 몬스터
한테서 발견되고 있다는구먼!
≪페르미메모≫를 손에
넣었다면, 사나이답게! 이
대장장이 한테 가져오라고!
끝내주는 솜씨를
보여주겠다구!"
496448,3715162470,"≪密林探索≫
密林の大特訓！","≪밀림 탐색≫
밀림의 대특훈!"
496452,2583984045,ダイミョウザザミ１匹の狩猟,다이묘자자미 １마리 사냥
496456,3059929038,コンガ９頭の討伐,콩가 ９마리 토벌
496460,1142234789,肉食竜の卵２個の納品,육식룡의 알 ２개 납품
496464,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
496468,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
496472,1526816983,教官,교관
496476,567941752,"今回は、まだ経験の少ない
ハンター諸君限定での特訓を
行う！密林の砂浜や島で盾蟹
と桃毛獣の群れを狩猟し、
仕上げに、洞窟より肉食竜の
卵を持ち帰ってくるんだ。
厳しい特訓だが、成し遂げれ
ば諸君のハンターとしての
評価はぐっと上がるぞ！","이번엔 아직 경험이 적은 헌터
제군 한정으로 특훈을
실시한다! 밀림의 모래밭과
섬에서 방패게와 복숭아털짐승
무리를 사냥하고, 마무리로
동굴에서 육식룡의 알을
가지고 돌아오는 거다. 혹독한
특훈이지만, 완수해 낸다면
제군들의 헌터로서의 평가는
확 올라갈 것이다!"
496800,1451190055,"≪雪山探索≫
雪山の大特訓！","≪설산 탐색≫
설산의 대특훈!"
496804,506489440,ドスファンゴ２頭の狩猟,도스팡고 ２마리 사냥
496808,3530954627,ブランゴ１２頭の討伐,브랑고 １２마리 토벌
496812,2635613991,ギルドフラッグを山頂に設置,길드 깃발을 산 정상에 설치
496816,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
496820,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
496824,1526816983,教官,교관
496828,2105142730,"今回は、まだ経験の少ない
ハンター諸君限定での特訓を
行う！雪山で２頭の大猪と、
雪獅子の子分達の狩猟。そし
て、支給品ボックスのギルド
フラッグを山頂に立てるんだ。
厳しい特訓だが、成し遂げれ
ば諸君のハンターとしての
評価はぐっと上がるぞ！","이번엔 아직 경험이 적은 헌터
제군 한정으로 특훈을
실시한다! 설산에서 ２마리의
대멧돼지와, 눈사자의 부하들
사냥. 그리고, 지급품 상자의
길드 깃발을 산 정상에 세우는
거다. 혹독한 특훈이지만,
완수해 낸다면 제군들의
헌터로서의 평가는 확 올라갈
것이다!"
497152,594665020,"≪沼地探索≫
沼地の大特訓！","≪늪지 탐색≫
늪지의 대특훈!"
497156,3138099708,ババコンガ１頭の狩猟,바바콩가 1마리 사냥
497160,3300809175,イーオス５頭の討伐,이오스 ５마리 토벌
497164,1371168530,灰水晶の原石２個の納品,회수정 원석 ２개 납품
497168,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
497172,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
497176,1526816983,教官,교관
497180,1948849264,"今回は、まだ経験の少ない
ハンター諸君限定での特訓を
行う！沼地で桃毛獣と、鳥竜
の群れを狩猟し、仕上げに、
洞窟より灰水晶の原石２個を
持ち帰ってくるんだ。
厳しい特訓だが、成し遂げれ
ば諸君のハンターとしての
評価はぐっと上がるぞ！","이번엔 아직 경험이 적은 헌터
제군 한정으로 특훈을
실시한다! 늪지에서
복숭아털짐승과, 조두룡
무리를 사냥하고, 마무리로,
동굴에서 회수정 원석 ２개를
가지고 돌아오는 거다. 혹독한
특훈이지만, 완수해 낸다면
제군들의 헌터로서의 평가는
확 올라갈 것이다!"
497920,3334597551,"≪火山探索≫
火山の大特訓！","≪화산 탐색≫
화산의 대특훈!"
497924,3751475218,バサルモス１頭の狩猟,바사루모스 １마리 사냥
497928,1289811134,火薬岩１個の納品,화약암 １개 납품
497932,209934731,ランゴスタ１０匹の討伐,란고스타 １０마리 토벌
497936,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
497940,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
497944,1526816983,教官,교관
497948,4154459875,"今回は、まだ経験の少ない
ハンター諸君限定での特訓を
行う！火山で岩竜の狩猟と、
大量のランゴスタの討伐。
そして熱い熱い火薬岩１個を
運んできて納品するんだ。
厳しい特訓だが、成し遂げれ
ば諸君のハンターとしての
評価はぐっと上がるぞ！","이번엔 아직 경험이 적은 헌터
제군 한정으로 특훈을
실시한다! 화산에서 암룡
사냥과, 대량의 란고스타
토벌. 그리고 뜨겁고 뜨거운
화약암 １개를 옮겨와
납품하는 거다. 혹독한
특훈이지만, 완수해 낸다면
제군들의 헌터로서의 평가는
확 올라갈 것이다!"
498272,1093349424,"≪砂漠探索≫
砂漠の大特訓！","≪사막 탐색≫
사막의 대특훈!"
498276,2747633236,ドスゲネポス２頭の狩猟,도스게네포스 ２마리 사냥
498280,2591049072,ガレオス４頭の討伐,가레오스 ４마리 토벌
498284,2942925150,草食竜の卵２個の納品,초식룡의 알 ２개 납품
498288,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
498292,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
498296,1526816983,教官,교관
498300,960072786,"今回は、まだ経験の少ない
ハンター諸君限定での特訓を
行う！砂漠で２頭の鳥竜と
魚竜の群れを狩猟し、仕上げ
に、洞窟より草食竜の卵を
持ち帰ってくるんだ。
厳しい特訓だが、成し遂げれ
ば諸君のハンターとしての
評価はぐっと上がるぞ！","이번엔 아직 경험이 적은 헌터
제군 한정으로 특훈을
실시한다! 사막에서 ２마리의
조두룡과 어룡 무리를
사냥하고, 마무리로, 동굴에서
초식룡의 알을 가지고
돌아오는 거다. 혹독한
특훈이지만, 완수해 낸다면
제군들의 헌터로서의 평가는
확 올라갈 것이다!"
498472,3285732484,チャチャブー１５匹の討伐,챠챠브 15마리 토벌
498624,1055333105,"≪雪山探索≫
雪山の共闘","≪설산 탐색≫
설산의 공투"
498628,1227187415,ドドブランゴ１頭の狩猟,도도브랑고 １마리 사냥
498632,155942435,ドスファンゴ１頭の狩猟,도스팡고 １마리 사냥
498636,1259789214,なし,없음
498640,379810161,"メインターゲット、もしくは
サブターゲットＡの達成","메인 타겟, 혹은
서브 타겟Ａ의 달성"
498644,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
498648,2011020034,大衆酒場ギルド,대중 주점 길드
498652,2975792784,"雪山で、多くのモンスターが
大繁殖しておる！
各地のハンターたちに、狩猟
協力を要請しておるが、数が
多すぎるのが現実じゃ。
そこで、２人まででこの狩猟
に出かけられる者を募りたい。
早いランクアップを目指す者
には、特にすすめるぞい。","설산에서 많은 몬스터가
대번식하고 있느니라! 각지의
헌터들에게 사냥 협력을
요청하고 있네만, 수가 너무
많은 것이 현실이니라.
그래서, ２인까지 이 사냥 에
나설 수 있는 자를 모집하고
싶네. 빠른 랭크업을 노리는
자 에게는, 특히 권하는
바이니라."
498976,2322689893,"≪密林探索≫
密林の共闘","≪밀림 탐색≫
밀림의 공투"
498980,2611582406,リオレイア１頭の狩猟,리오레이아 １마리 사냥
498984,3194358626,ドスランポス１頭の狩猟,도스란포스 １마리 사냥
498988,1259789214,なし,없음
498992,379810161,"メインターゲット、もしくは
サブターゲットＡの達成","메인 타겟, 혹은
서브 타겟Ａ의 달성"
498996,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
499000,2011020034,大衆酒場ギルド,대중 주점 길드
499004,27242188,"密林で、多くのモンスターが
大繁殖しておる！
各地のハンターたちに、狩猟
協力を要請しておるが、数が
多すぎるのが現実じゃ。
そこで、２人まででこの狩猟
に出かけられる者を募りたい。
早いランクアップを目指す者
には、特にすすめるぞい。","밀림에서 많은 몬스터가
대번식하고 있느니라! 각지의
헌터들에게 사냥 협력을
요청하고 있네만, 수가 너무
많은 것이 현실이니라.
그래서, ２인까지 이 사냥 에
나설 수 있는 자를 모집하고
싶네. 빠른 랭크업을 노리는
자 에게는, 특히 권하는
바이니라."
499328,3469922192,"≪砂漠探索≫
砂漠の共闘","≪사막 탐색≫
사막의 공투"
499332,1688463320,ヒプノック１頭の狩猟,히프노크 １마리 사냥
499336,2267821911,ドスガレオス１頭の狩猟,도스가레오스 １마리 사냥
499340,1259789214,なし,없음
499344,379810161,"メインターゲット、もしくは
サブターゲットＡの達成","메인 타겟, 혹은
서브 타겟Ａ의 달성"
499348,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
499352,2011020034,大衆酒場ギルド,대중 주점 길드
499356,100128111,"眠鳥と砂竜が大繁殖しておる！
各地のハンターたちに、狩猟
協力を要請しておるが、数が
多すぎるのが現実じゃ。
そこで、２人まででこの狩猟
に出かけられる者を募りたい。
早いランクアップを目指す者
には、特にすすめるぞい。","수면조와 사룡이 대번식하고
있느니라! 각지의 헌터들에게
사냥 협력을 요청하고 있네만,
수가 너무 많은 것이
현실이니라. 그래서, ２인까지
이 사냥 에 나설 수 있는 자를
모집하고 싶네. 빠른 랭크업을
노리는 자 에게는, 특히
권하는 바이니라."
499680,800802191,"≪火山探索≫
火山の共闘","≪화산 탐색≫
화산의 공투"
499684,3751475218,バサルモス１頭の狩猟,바사루모스 １마리 사냥
499688,3179497017,ドスイーオス１頭の狩猟,도스이오스 １마리 사냥
499692,1259789214,なし,없음
499696,379810161,"メインターゲット、もしくは
サブターゲットＡの達成","메인 타겟, 혹은
서브 타겟Ａ의 달성"
