Offset,Hash,Original,Translation
30557,80,"場所：床　　重ね：○　上置：○
鱗を貼り付けて焼き上げた壷。
贅沢な黄金色をしている。
潤った気分を味わいたい人に。","장소：바닥　중첩：○　상단：○
비늘을 붙여 구워낸 항아리.
호화로운 황금빛을 띠고 있다.
윤택한 기분을 느끼고 싶은 사람에게."
30671,81,om221,
30677,81,鱗の飾り大壷【青】,비늘 장식 큰 항아리[청]
30696,81,"場所：床　　重ね：○　上置：○
ガミザミをダイナミックに使っ
た飾り壷。独特の青が印象的。","장소：바닥　중첩：○　상단：○
가미자미를 다이내믹하게 사용
한 장식 항아리. 독특한 청색이 인상적."
30785,82,om222,
30791,82,鱗の飾り大壷【赤】,비늘 장식 큰 항아리[적]
30810,82,"場所：床　　重ね：○　上置：○
ヤオザミをダイナミックに使っ
た飾り壷。独特の赤が印象的。","장소：바닥　중첩：○　상단：○
야오자미를 다이내믹하게 사용
한 장식 항아리. 독특한 적색이 인상적."
30899,83,om223,
30905,83,鱗の飾り大壷【桃】,비늘 장식 큰 항아리[도]
30924,83,"場所：床　　重ね：○　上置：○
桜火竜の鱗をダイナミックに
使った飾り壷。独特の桃色が
印象的。","장소：바닥　중첩：○　상단：○
앵화룡의 비늘을 다이내믹하게
사용한 장식 항아리. 독특한
분홍빛이 인상적."
31018,84,om224,
31024,84,鱗の飾り大壷【黄】,비늘 장식 큰 항아리[황]
31043,84,"場所：床　　重ね：○　上置：○
翠水竜の鱗をダイナミックに
使った飾り壷。独特の黄色が
印象的。","장소：바닥　중첩：○　상단：○
취수룡 비늘을 다이내믹하게
사용한 장식 항아리. 독특한
노란색이 인상적."
31137,85,om241,
31143,85,竜骨の玩具【モス】,용골 완구[모스]
31162,85,"場所：床　　重ね：○　上置：×
モスの形に作られた玩具。
素材も値段も手頃で、とても
人気のある商品。","장소：바닥　중첩：○　상단：×
모스 모양으로 만든 완구.
소재도 가격도 적당해서 아주
인기 있는 상품."
31262,86,om242,
31268,86,竜骨の玩具【クック】,용골 완구[쿡]
31289,86,"場所：床　　重ね：○　上置：×
クックの形に作られた玩具。
素材も値段も手頃で、とても
人気の高い商品。","장소：바닥　중첩：○　상단：×
쿡 모양으로 만든 완구.
소재도 가격도 적당해서 아주
인기가 높은 상품."
31391,87,om246,
31397,87,竜骨の玩具【漂流】,용골 완구[표류]
31416,87,"場所：床　　重ね：○　上置：×
水遊び用の玩具。
素材も値段も手頃で、とても
人気の高い商品。","장소：바닥　중첩：○　상단：×
물놀이용 완구.
소재도 가격도 적당해서 아주
인기가 높은 상품."
31508,88,om247,
31514,88,竜骨の玩具【偵察】,용골 완구[정찰]
31533,88,"場所：床　　重ね：○　上置：×
水遊び用の潜水玩具。
素材も値段も手頃で、とても
人気の高い商品。","장소：바닥　중첩：○　상단：×
물놀이용 잠수 완구.
소재도 가격도 적당해서 아주
인기가 높은 상품."
31629,89,om251,
31635,89,竜骨の植物飾り【赤】,용골 화초 장식[적]
31656,89,"場所：床　　重ね：○　上置：×
骨で作られた赤い造花。
近寄るとからくりで動き、見た
目も心も明るくパッと華やぐ。","장소：바닥　중첩：○　상단：×
뼈로 만들어진 붉은 조화.
다가가면 장치로 움직여, 보기에도
마음도 밝고 화사해진다."
31768,90,om252,
31774,90,竜骨の植物飾り【黄】,용골 화초 장식[황]
31795,90,"場所：床　　重ね：○　上置：×
骨で作られた黄の造花。
近寄るとからくりで動き、見た
目も心も明るくパッと華やぐ。","장소:바닥　　중첩:○　위에놓기:×
뼈로 만든 노란 조화.
다가가면 장치로 움직이며, 보는
눈도 마음도 환하게 밝아진다."
31907,91,om253,
31913,91,竜骨の植物飾り【白】,용골 식물 장식[백]
31934,91,"場所：床　　重ね：○　上置：×
骨で作られた白い造花。
近寄るとからくりで動き、見た
目も心も明るくパッと華やぐ。","장소:바닥　　중첩:○　위에놓기:×
뼈로 만든 하얀 조화.
다가가면 장치로 움직이며, 보는
눈도 마음도 환하게 밝아진다."
32046,92,om256,
32052,92,カラ骨のクルクル,빈뼈 빙글빙글
32069,92,"場所：床　　重ね：○　上置：×
カラ骨を加工・着色して遊具に
したもの。天然素材で子供にも
安心して使わせられる。","장소:바닥　　중첩:○　위에놓기:×
빈뼈를 가공·채색해 놀이기구로
만든 것. 천연 소재라 아이에게도
안심하고 쓰게 할 수 있다."
32181,93,om258,
32187,93,アイルーのぬいぐるみ,아이루 봉제인형
32208,93,"場所：床　　重ね：○　上置：×
アイルーのぬいぐるみ。
素材にマタタビを使っている。
盗難防止対策済みなので安心。","장소:바닥　　중첩:○　위에놓기:×
아이루 봉제인형.
소재에 마타타비를 사용했다.
도난 방지 대책이 되어 있어 안심."
32320,94,om259,
32326,94,メラルーのぬいぐるみ,메라루 봉제인형
32347,94,"場所：床　　重ね：○　上置：×
メラルーのぬいぐるみ。
素材にマタタビを使っている。
盗難防止対策済みなので安心。","장소:바닥　　중첩:○　위에놓기:×
메라루 봉제인형.
소재에 마타타비를 사용했다.
도난 방지 대책이 되어 있어 안심."
32459,95,om260,
32465,95,青の発光柱,푸른 발광 기둥
32476,95,"場所：床　　重ね：○　上置：×
結晶が優しく発光する置物。
まれに放電するが、それがまた
美しい芸術品。","장소:바닥　　중첩:○　위에놓기:×
결정이 은은하게 빛나는 장식품.
드물게 방전하기도 하지만, 그것
또한 아름다운 예술품."
32578,96,om261,
32584,96,パタパタメラルー,파닥파닥 메라루
32601,96,"場所：床　　重ね：○　上置：×
各部が動く仕組みになっている
ため、１人で寂しい夜の話し相
手になってくれる…かも。","장소:바닥　　중첩:○
위에놓기:× 각 부위가 움직이는
구조라서 혼자 외로운 밤의
말동무가 되어 줄지도… 모른다."
32715,97,om267,
32721,97,匠の石細工,장인의 돌세공
32732,97,"場所：床　　重ね：○　上置：×
家具職人の業を全て注ぎ入れて
作られた家具。
どこか幸せな気分になれる。","장소:바닥　　중첩:○
위에놓기:× 가구 장인의 솜씨를
모두 쏟아 만들어진 가구. 왠지
행복한 기분이 든다."
32834,98,om268,
32840,98,匠の大きな石細工,장인의 커다란 돌세공
32857,98,"場所：床　　重ね：○　上置：×
家具職人の業を全て注ぎ入れて
作られた家具。
サイズ共に最高作品。","장소:바닥　　중첩:○　위에놓기:×
가구 장인의 솜씨를 모두 쏟아
만들어진 가구.
크기까지 갖춘 최고의 작품."
32953,99,om269,
32959,99,匠の皮細工,장인의 가죽세공
32970,99,"場所：床　　重ね：○　上置：×
家具職人の業を全て注ぎ入れて
作られた家具。
少し優雅な気持ちになれる。","장소:바닥　　중첩:○
위에놓기:× 가구 장인의 솜씨를
모두 쏟아 만들어진 가구. 조금
우아한 기분이 든다."
33072,100,om270,
33078,100,匠の大きな皮細工,장인의 커다란 가죽세공
33095,100,"場所：床　　重ね：○　上置：×
家具職人の業を全て注ぎ入れて
作られた家具。
優雅な気持ちになれる。","장소:바닥　　중첩:○
위에놓기:× 가구 장인의 솜씨를
모두 쏟아 만들어진 가구.
우아한 기분이 든다."
33193,101,om271,
33199,101,匠のランプ,장인의 램프
33210,101,"場所：床　　重ね：○　上置：×
家具職人の業を全て注ぎ入れて
作られた家具。
心も体も癒される気分。","장소:바닥　　중첩:○　위에놓기:×
가구 장인의 솜씨를 모두 쏟아
만들어진 가구.
마음도 몸도 치유되는 기분."
33308,102,om307,
33314,102,クックの回転人形,얀쿡 회전인형
33331,102,"場所：天井　重ね：×　上置：×
天井に吊り下げると、回転し続
けるイャンクックの玩具。","장소:천장　중첩:×　위에놓기:×
천장에 매달면 계속 회전하는
얀쿡 장난감."
33416,103,om308,
33422,103,ガブラスの回転人形,가브라스 회전인형
33441,103,"場所：天井　重ね：×　上置：×
天井に吊り下げると、回転し続
けるガブラスの玩具。","장소:천장　중첩:×　위에놓기:×
천장에 매달면 계속 회전하는
가브라스 장난감."
33522,104,om313,
33528,104,皮の吊り玉【赤】,가죽 걸이구슬[적]
33545,104,"場所：天井　重ね：×　上置：×
皮を縫い合わせて球体にして、
吊り下げて飾る工芸品。
赤色をしている。","장소:천장　중첩:×　위에놓기:×
가죽을 이어 붙여 구슬 모양으로
만들어 매달아 꾸미는 공예품.
붉은색을 띠고 있다."
33645,105,om314,
33651,105,皮の吊り玉【芝】,가죽 걸이구슬[잔디]
33668,105,"場所：天井　重ね：×　上置：×
皮を縫い合わせて球体にして、
吊り下げて飾る工芸品。
珍しい芝柄をしている。","장소:천장　중첩:×　위에놓기:×
가죽을 이어 붙여 구슬 모양으로
만들어 매달아 꾸미는 공예품.
희귀한 잔디무늬를 띠고 있다."
33774,106,om315,
33780,106,皮の吊り玉【白金】,가죽 걸이구슬[백금]
33799,106,"場所：天井　重ね：×　上置：×
とにかく派手に。目立つ家具を
求めている場合はコレ。
人生もこれだけ輝けば…。","장소:천장　중첩:×　위에놓기:×
일단 화려하게. 눈에 띄는 가구를
찾고 있다면 바로 이것.
인생도 이만큼 빛난다면…."
33907,107,om317,
33913,107,皮の吊り玉【黄】,가죽 걸이구슬[황]
33930,107,"場所：天井　重ね：×　上置：×
皮を縫い合わせて球体にして、
吊り下げて飾る工芸品。
黄色をしている。","장소:천장　중첩:×　위에놓기:×
가죽을 이어 붙여 구슬 모양으로
만들어 매달아 꾸미는 공예품.
노란색을 띠고 있다."
34030,108,om318,
34036,108,皮の吊り玉【青】,가죽 걸이구슬[청]
34053,108,"場所：天井　重ね：×　上置：×
皮を縫い合わせて球体にして、
吊り下げて飾る工芸品。
青色をしている。","장소:천장　중첩:×　위에놓기:×
가죽을 이어 붙여 구슬 모양으로
만들어 매달아 꾸미는 공예품.
푸른색을 띠고 있다."
34153,109,om329,
34159,109,クックファン,얀쿡 팬
34172,109,"場所：天井　重ね：×　上置：×
イャンクックを模した送風機。
かわいいだけでなく、機能も
十分満足できる商品。","장소:천장　중첩:×　위에놓기:×
얀쿡을 본뜬 송풍기.
귀여울 뿐만 아니라 기능도
충분히 만족스러운 상품."
34280,110,om401,
34286,110,竜骨の飾り面【赤】,용골 장식 가면[적]
34305,110,"場所：壁　　重ね：×　上置：×
ユニークな赤い顔をした面。
壁に掛けて飾るが、昔は祭りな
どに使われていたものらしい。","장소:벽　　중첩:×　위에놓기:×
독특한 붉은 얼굴을 한 가면.
벽에 걸어 장식하지만, 옛날에는
축제 등에 쓰였던 것이라고 한다."
34421,111,om402,
34427,111,竜骨の飾り面【緑】,용골 장식 가면[녹]
34446,111,"場所：壁　　重ね：×　上置：×
ユニークな緑の顔をした面。
壁に掛けて飾るが、昔は祭りな
どに使われていたらしい。","장소:벽　　중첩:×　위에놓기:×
독특한 초록빛 얼굴을 한 가면.
벽에 걸어 장식하지만, 옛날에는
축제 등에 쓰였다고 한다."
34558,112,om403,
34564,112,竜骨の飾り面【紫】,용골 장식 가면[자]
34583,112,"場所：壁　　重ね：×　上置：×
ユニークな紫の顔をした面。
壁に掛けて飾るが、昔は祭りな
どに使われていたらしい。","장소:벽　　중첩:×　위에놓기:×
독특한 보랏빛 얼굴을 한 가면.
벽에 걸어 장식하지만, 옛날에는
축제 등에 쓰였다고 한다."
34695,113,om404,
34701,113,竜骨の飾り面【青】,용골 장식 가면[청]
34720,113,"場所：壁　　重ね：×　上置：×
ユニークな青の顔をした面。
壁に掛けて飾るが、昔は祭りな
どに使われていたらしい。","장소:벽　　중첩:×　위에놓기:×
독특한 푸른빛 얼굴을 한 가면.
벽에 걸어 장식하지만, 옛날에는
축제 등에 쓰였다고 한다."
34832,114,om405,
34838,114,竜骨の飾り大面【赤】,용골 큰 장식 가면[적]
34859,114,"場所：壁　　重ね：×　上置：×
ユニークな顔をした大きな赤い
面。サイズに比例して芸術性も
高い民芸品。","장소:벽　　중첩:×　위에놓기:×
독특한 얼굴을 한 커다란 붉은
가면. 크기에 비례해 예술성도
높은 민예품."
34961,115,om406,
34967,115,竜骨の飾り大面【青】,용골 큰 장식 가면[청]
34988,115,"場所：壁　　重ね：×　上置：×
ユニークな顔をした大きな青い
面。サイズに比例して芸術性も
高い民芸品。","장소:벽　　중첩:×　위에놓기:×
독특한 얼굴을 한 커다란 푸른
가면. 크기에 비례해 예술성도
높은 민예품."
35090,116,om411,
35096,116,ランゴの羽飾り【小】,란고 깃털 장식[소]
35117,116,"場所：壁　　重ね：×　上置：×
ランゴスタの羽を使った工芸品。","장소:벽　　중첩:×　위에놓기:×
란고스타의 날개를 사용한 공예품."
35179,117,om412,
35185,117,ランゴの羽飾り【大】,란고 깃털 장식[대]
35206,117,"場所：壁　　重ね：×　上置：×
ランゴスタの羽を加工した大き
な工芸品。加工が難しい。","장소:벽　　중첩:×　위에놓기:×
란고스타의 날개를 가공한 커다
란 공예품. 가공이 어렵다."
35291,118,om416,
35297,118,タロスの羽飾り【小】,타로스 깃털 장식[소]
35318,118,"場所：壁　　重ね：×　上置：×
カンタロスの羽を使った工芸品。","장소:벽　　중첩:×　위에놓기:×
칸타로스의 날개를 사용한 공예품."
35380,119,om417,
35386,119,タロスの羽飾り【大】,타로스 깃털 장식[대]
35407,119,"場所：壁　　重ね：×　上置：×
カンタロスの羽を加工した大き
な工芸品。加工が難しい。","장소:벽　　중첩:×　위에놓기:×
칸타로스의 날개를 가공한 커다
란 공예품. 가공이 어렵다."
35492,120,om421,
35498,120,ガウシカの角飾り,가우시카 뿔 장식
35515,120,"場所：壁　　重ね：×　上置：×
力強く伸び、生命力を感じる角
を、最小限の加工によって作り
上げた工芸品。","장소:벽　　중첩:×　위에놓기:×
힘차게 뻗어 생명력이 느껴지는
뿔을, 최소한의 가공만으로 만들
어 낸 공예품."
35619,121,om425,
35625,121,草織りの壁掛け【縞】,풀짜임 벽걸이[줄무늬]
35646,121,"場所：壁　　重ね：×　上置：×
草が織り込まれた工芸品。
素朴な柄なので、飾る場所を選
ばない。","장소:벽　　중첩:×
위에놓기:× 풀을 엮어 짠
공예품. 소박한 무늬라서 장식할
장소를 가리지 않는다."
35740,122,om426,
35746,122,草織りの壁掛け【赤】,풀짜임 벽걸이[적]
35767,122,"場所：壁　　重ね：×　上置：×
草が織り込まれた工芸品。
勇ましい武具が描かれている。","장소:벽　　중첩:×　위에놓기:×
풀을 엮어 짠 공예품.
용맹한 무구가 그려져 있다."
35852,123,om435,
35858,123,骨粉の壁絵【森】,골분 벽화[숲]
35875,123,"場所：壁　　重ね：×　上置：×
粉末にした骨を塗料に混ぜて
森を描いた作品。","장소:벽　　중첩:×　위에놓기:×
가루로 만든 뼈를 도료에 섞어
숲을 그린 작품."
35950,124,om436,
35956,124,骨粉の壁絵【密林】,골분 벽화[밀림]
35975,124,"場所：壁　　重ね：×　上置：×
粉末にした骨を塗料に混ぜて
密林を描いた作品。","장소:벽　　중첩:×　위에놓기:×
가루로 만든 뼈를 도료에 섞어
밀림을 그린 작품."
36052,125,om437,
36058,125,骨粉の壁絵【火山】,골분 벽화[화산]
36077,125,"場所：壁　　重ね：×　上置：×
粉末にした骨を塗料に混ぜて
火山を描いた作品。","장소:벽　　중첩:×　위에놓기:×
가루로 만든 뼈를 도료에 섞어
화산을 그린 작품."
36154,126,om438,
36160,126,骨粉の壁絵【村】,골분 벽화[마을]
36177,126,"場所：壁　　重ね：×　上置：×
粉末にした骨を塗料に混ぜて
村を描いた作品。","장소:벽　　중첩:×　위에놓기:×
가루로 만든 뼈를 도료에 섞어
마을을 그린 작품."
36252,127,om455,
36258,127,骨飾り【ハンマー】,뼈 장식[해머]
36277,127,"場所：壁　　重ね：×　上置：×
ハンマーを記号化した骨細工。
他の種類と組み合わせて使えば、
楽しさは無限大。","장소:벽　　중첩:×　위에놓기:×
해머를 도안화한 뼈세공.
다른 종류와 조합해서 쓰면
즐거움이 무한대."
36385,128,om456,
36391,128,骨飾り【Ｈボウガン】,뼈 장식[H보우건]
36412,128,"場所：壁　　重ね：×　上置：×
Ｈボウガンを記号化した骨細工。
組み合わせて使えば、楽しさは
無限大。","장소:벽　　중첩:×　위에놓기:×
H보우건을 도안화한 뼈세공.
조합해서 쓰면 즐거움이
무한대."
36512,129,om457,
36518,129,骨飾り【ランス】,뼈 장식[랜스]
36535,129,"場所：壁　　重ね：×　上置：×
ランスを記号化した骨細工。
他の種類と組み合わせて使えば、
楽しさは無限大。","장소:벽　　중첩:×　위에놓기:×
랜스를 도안화한 뼈세공.
다른 종류와 조합해서 쓰면
즐거움이 무한대."
36641,130,om458,
36647,130,骨飾り【片手剣】,뼈 장식[한손검]
36664,130,"場所：壁　　重ね：×　上置：×
片手剣を記号化した骨細工。
他の種類と組み合わせて使えば、
楽しさは無限大。","장소:벽　　중첩:×　위에놓기:×
한손검을 도안화한 뼈세공.
다른 종류와 조합해서 쓰면
즐거움이 무한대."
36770,131,om459,
36776,131,骨飾り【大剣】,뼈 장식[대검]
36791,131,"場所：壁　　重ね：×　上置：×
大剣を記号化した骨細工。
他の種類と組み合わせて使えば、
楽しさは無限大。","장소:벽　　중첩:×　위에놓기:×
대검을 도안화한 뼈세공.
다른 종류와 조합해서 쓰면
즐거움이 무한대."
36895,132,om460,
36901,132,骨飾り【弓】,뼈 장식[활]
36914,132,"場所：壁　　重ね：×　上置：×
弓を記号化した骨細工。
他の種類と組み合わせて使えば、
楽しさは無限大。","장소:벽　　중첩:×　위에놓기:×
활을 도안화한 뼈세공.
다른 종류와 조합해서 쓰면
즐거움이 무한대."
37016,133,om461,
37022,133,鱗細工の花飾り【青】,비늘세공 꽃 장식[청]
37043,133,"場所：壁　　重ね：×　上置：×
鱗を青い花びらに見立てて細工
した壁掛け用の工芸品。
本物以上の美しさがある。","장소:벽　　중첩:×　위에놓기:×
비늘을 푸른 꽃잎에 비유해 세공
한 벽걸이용 공예품.
실물 이상의 아름다움이 있다."
37151,134,om462,
37157,134,鱗細工の花飾り【桃】,비늘세공 꽃 장식[복숭아]
37178,134,"場所：壁　　重ね：×　上置：×
鱗を桃の花びらに見立てて細工
した壁掛け用の工芸品。
本物以上の美しさがある。","장소:벽　　중첩:×　위에놓기:×
비늘을 복숭아 꽃잎에 비유해 세공
한 벽걸이용 공예품.
실물 이상의 아름다움이 있다."
37286,135,om463,
37292,135,鱗細工の花飾り【黄】,비늘세공 꽃 장식[황]
37313,135,"場所：壁　　重ね：×　上置：×
鱗を黄の花びらに見立てて細工
した壁掛け用の工芸品。
本物以上の美しさがある。","장소:벽　　중첩:×　위에놓기:×
비늘을 노란 꽃잎에 비유해 세공
한 벽걸이용 공예품.
실물 이상의 아름다움이 있다."
37421,136,om464,
37427,136,鱗細工の花飾り【赤】,비늘세공 꽃 장식[적]
37448,136,"場所：壁　　重ね：×　上置：×
鱗を赤い花びらに見立てて細工
した壁掛け用の工芸品。
本物以上の美しさがある。","장소:벽　　중첩:×　위에놓기:×
비늘을 붉은 꽃잎에 비유해 세공
한 벽걸이용 공예품.
실물 이상의 아름다움이 있다."
37556,137,om471,
37562,137,牙細工の壁飾り【青】,송곳니세공 벽 장식[청]
37583,137,"場所：壁　　重ね：×　上置：×
ランポスが描かれ、枠に牙を
見立てた骨を飾った工芸品。","장소:벽　　중첩:×　위에놓기:×
란포스가 그려지고, 테두리에 송곳니
모양의 뼈를 장식한 공예품."
37668,138,om472,
37674,138,牙細工の壁飾り【黄】,송곳니세공 벽 장식[황]
37695,138,"場所：壁　　重ね：×　上置：×
ゲネポスが描かれ、枠に牙を
見立てた骨を飾った工芸品。","장소:벽　　중첩:×　위에놓기:×
게네포스가 그려지고, 테두리에 송곳니
모양의 뼈를 장식한 공예품."
37780,139,om473,
37786,139,牙細工の壁飾り【緑】,송곳니세공 벽 장식[녹]
37807,139,"場所：壁　　重ね：×　上置：×
ガノトトスが描かれ、枠に牙を
あしらった工芸品。","장소:벽　　중첩:×　위에놓기:×
가노토토스가 그려지고, 테두리에
송곳니를 장식한 공예품."
37886,140,om474,
37892,140,牙細工の壁飾り【白】,송곳니세공 벽 장식[백]
37913,140,"場所：壁　　重ね：×　上置：×
ドドブランゴが描かれ、枠に牙
をあしらった工芸品。","장소:벽　　중첩:×　위에놓기:×
도도브랑고가 그려지고, 테두리에
송곳니를 장식한 공예품."
37994,141,om476,
38000,141,骨飾り【頭】,뼈 장식[머리]
38013,141,"場所：壁　　重ね：×　上置：×
頭装備を記号化した骨細工。
他の種類と組み合わせて使えば、
楽しさは無限大。","장소:벽　　중첩:×　위에놓기:×
머리 장비를 도안화한 뼈세공.
다른 종류와 조합해서 쓰면
즐거움이 무한대."
38119,142,om477,
38125,142,骨飾り【胴】,뼈 장식[몸통]
38138,142,"場所：壁　　重ね：×　上置：×
胴装備を記号化した骨細工。
他の種類と組み合わせて使えば、
楽しさは無限大。","장소:벽　　중첩:×　위에놓기:×
몸통 장비를 도안화한 뼈세공.
다른 종류와 조합해서 쓰면
즐거움이 무한대."
38244,143,om478,
38250,143,骨飾り【腕】,뼈 장식[팔]
38263,143,"場所：壁　　重ね：×　上置：×
腕装備を記号化した骨細工。
他の種類と組み合わせて使えば、
楽しさは無限大。","장소:벽　　중첩:×　위에놓기:×
팔 장비를 도안화한 뼈세공.
다른 종류와 조합해서 쓰면
즐거움이 무한대."
38369,144,om479,
38375,144,骨飾り【腰】,뼈 장식[허리]
38388,144,"場所：壁　　重ね：×　上置：×
腰装備を記号化した骨細工。
他の種類と組み合わせて使えば、
楽しさは無限大。","장소:벽　　중첩:×　위에놓기:×
허리 장비를 도안화한 뼈세공.
다른 종류와 조합해서 쓰면
즐거움이 무한대."
38494,145,om480,
38500,145,骨飾り【脚】,뼈 장식[다리]
38513,145,"場所：壁　　重ね：×　上置：×
脚装備を記号化した骨細工。
他の種類と組み合わせて使えば、
楽しさは無限大。","장소:벽　　중첩:×　위에놓기:×
다리 장비를 도안화한 뼈세공.
다른 종류와 조합해서 쓰면
즐거움이 무한대."
38619,146,om481,
38625,146,つぼみのランプ【白】,꽃봉오리 램프[백]
38646,146,"場所：壁　　重ね：×　上置：×
白いつぼみ形の壁掛け照明。
小さいながらも存在感は十二分
にあるオススメ商品。","장소:벽　　중첩:×　위에놓기:×
하얀 꽃봉오리 모양의 벽걸이 조명.
작지만 존재감은 충분히
있는 추천 상품."
38754,147,om482,
38760,147,つぼみのランプ【青】,꽃봉오리 램프[청]
38781,147,"場所：壁　　重ね：×　上置：×
青いつぼみ形の壁掛け照明。
小さいながらも存在感は十二分
にあるオススメ商品。","장소:벽　　중첩:×　위에놓기:×
푸른 꽃봉오리 모양의 벽걸이 조명.
작지만 존재감은 충분히
있는 추천 상품."
38889,148,om483,
38895,148,つぼみのランプ【桃】,꽃봉오리 램프[복숭아]
38916,148,"場所：壁　　重ね：×　上置：×
桃のつぼみ形の壁掛け照明。
小さいながらも存在感は十二分
にあるオススメ商品。","장소:벽　　중첩:×　위에놓기:×
복숭아빛 꽃봉오리 모양의 벽걸이 조명.
작지만 존재감은 충분히
있는 추천 상품."
39024,149,om484,
39030,149,つぼみのランプ【黒】,꽃봉오리 램프[흑]
39051,149,"場所：壁　　重ね：×　上置：×
黒いつぼみ形の壁掛け照明。
小さいながらも存在感は十二分
にあるオススメ商品。","장소:벽　　중첩:×　위에놓기:×
검은 꽃봉오리 모양의 벽걸이 조명.
작지만 존재감은 충분히
있는 추천 상품."
39159,150,om501,
39165,150,ファンゴの敷物【小】,팡고 깔개[소]
39186,150,"場所：床　　重ね：○　上置：○
ブルファンゴの毛皮をまるごと
贅沢に１枚使い切った贅沢品。
意外とカワイイ。","장소：바닥　　중첩：○
위에놓기：○ 불팡고의 모피를
통째로 아낌없이 한 장 다
써버린 사치품. 의외로 귀엽다."
39292,151,om502,
39298,151,ファンゴの敷物【大】,팡고 깔개[대]
39319,151,"場所：床　　重ね：○　上置：○
ドスファンゴをまるごと１匹
使った、豪快かつ贅沢な逸品。
ワイルドな牙がポイント。","장소：바닥　　중첩：○　위에놓기：○
도스팡고를 통째로 한 마리
사용한, 호쾌하고 사치스러운 일품.
와일드한 송곳니가 포인트."
39431,152,om512,
39437,152,ランポスの敷物,란포스 깔개
39452,152,"場所：床　　重ね：○　上置：○
ランポスを記号的に描いた柄を
並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
란포스를 기호처럼 그린 무늬를
늘어놓은 깔개."
39525,153,om513,
39531,153,ゲネポスの敷物,게네포스 깔개
39546,153,"場所：床　　重ね：○　上置：○
ゲネポスを記号的に描いた柄を
並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
게네포스를 기호처럼 그린 무늬를
늘어놓은 깔개."
39619,154,om514,
39625,154,イーオスの敷物,이오스 깔개
39640,154,"場所：床　　重ね：○　上置：○
イーオスを記号的に描いた柄を
並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
이오스를 기호처럼 그린 무늬를
늘어놓은 깔개."
39713,155,om519,
39719,155,ブランゴの敷物,브랑고 깔개
39734,155,"場所：床　　重ね：○　上置：○
ブランゴを記号的に描いた柄を
並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
브랑고를 기호처럼 그린 무늬를
늘어놓은 깔개."
39807,156,om521,
39813,156,ドスランポスの敷物,도스란포스 깔개
39832,156,"場所：床　　重ね：○　上置：○
ドスランポスを記号的に描いた
柄を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
도스란포스를 기호처럼 그린
무늬를 늘어놓은 깔개."
39909,157,om522,
39915,157,ドスゲネポスの敷物,도스게네포스 깔개
39934,157,"場所：床　　重ね：○　上置：○
ドスゲネポスを記号的に描いた
柄を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
도스게네포스를 기호처럼 그린
무늬를 늘어놓은 깔개."
40011,158,om523,
40017,158,ドスイーオスの敷物,도스이오스 깔개
40036,158,"場所：床　　重ね：○　上置：○
ドスイーオスを記号的に描いた
柄を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
도스이오스를 기호처럼 그린
무늬를 늘어놓은 깔개."
40113,159,om524,
40119,159,ドスファンゴの敷物,도스팡고 깔개
40138,159,"場所：床　　重ね：○　上置：○
ドスファンゴを記号的に描いた
柄を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
도스팡고를 기호처럼 그린
무늬를 늘어놓은 깔개."
40215,160,om525,
40221,160,イャンクックの敷物,얀쿡 깔개
40240,160,"場所：床　　重ね：○　上置：○
イャンクックを記号的に描いた
柄を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
얀쿡을 기호처럼 그린
무늬를 늘어놓은 깔개."
40317,161,om527,
40323,161,ゲリョスの敷物,게료스 깔개
40338,161,"場所：床　　重ね：○　上置：○
ゲリョスを記号的に描いた柄を
並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
게료스를 기호처럼 그린 무늬를
늘어놓은 깔개."
40411,162,om528,
40417,162,リオレイアの敷物,리오레이아 깔개
40434,162,"場所：床　　重ね：○　上置：○
リオレイアを記号的に描いた柄
を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
리오레이아를 기호처럼 그린 무늬
를 늘어놓은 깔개."
40509,163,om529,
40515,163,フルフルの敷物,푸르푸르 깔개
40530,163,"場所：床　　重ね：○　上置：○
フルフルを記号的に描いた柄を
並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
푸르푸르를 기호처럼 그린 무늬를
늘어놓은 깔개."
40603,164,om530,
40609,164,バサルモスの敷物,바사루모스 깔개
40626,164,"場所：床　　重ね：○　上置：○
バサルモスを記号的に描いた柄
を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
바사루모스를 기호처럼 그린 무늬
를 늘어놓은 깔개."
40701,165,om531,
40707,165,グラビモスの敷物,그라비모스 깔개
40724,165,"場所：床　　重ね：○　上置：○
グラビモスを記号的に描いた柄
を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
그라비모스를 기호처럼 그린 무늬
를 늘어놓은 깔개."
40799,166,om532,
40805,166,ディアブロスの敷物,디아브로스 깔개
